id,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat
4595,Mitsubishi,Lancer,1.5 GLX,1990.0,284000.0,Düz,LPG & Benzin,Sedan,Beyaz,1468.0,90.0,0.0,0.0,Sahibinden,165000.0
4596,Mitsubishi,Lancer,1.6 Invite,2006.0,183000.0,Düz,Benzin,Sedan,Gri (Gümüş),1584.0,98.0,3.0,7.0,Sahibinden,385000.0
4598,Honda,Civic,1.6 i-VTEC ECO Elegance,2016.0,148000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,125.0,0.0,0.0,Galeriden,1225000.0
4602,Honda,Civic,1.6 i-VTEC ECO Elegance,2012.0,221000.0,Otomatik,Benzin,Sedan,Beyaz,1595.0,125.0,1.0,4.0,Galeriden,865000.0
4606,Honda,Civic,1.6 i-VTEC Elegance,2008.0,318000.0,Otomatik,Benzin,Sedan,Siyah,1595.0,125.0,2.0,4.0,Galeriden,657000.0
4607,Honda,City,1.5 i-VTEC Executive,2022.0,48000.0,Otomatik,Benzin,Sedan,Beyaz,1498.0,121.0,0.0,0.0,Galeriden,1150000.0
4609,Honda,Civic,1.6 i-VTEC ECO Elegance,2021.0,55000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1529000.0
4610,Honda,Jazz,1.4 Fun,2009.0,195000.0,Düz,Benzin,Hatchback/5,Gri,1339.0,100.0,1.0,8.0,Galeriden,435650.0
4611,Honda,Civic,1.6 i-VTEC ECO Elegance,2021.0,49500.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1529000.0
4612,Honda,Civic,1.6 i-VTEC Eco Premium,2015.0,179000.0,Otomatik,Benzin,Sedan,Bordo,1598.0,125.0,0.0,0.0,Galeriden,995000.0
4613,Honda,Civic,1.6 i-VTEC ECO Elegance,2017.0,290500.0,Yarı Otomatik,LPG & Benzin,Sedan,Siyah,1597.0,125.0,1.0,6.0,Galeriden,875000.0
4614,Honda,Civic,1.5 i-VTEC Eco Elegance,2022.0,89000.0,Otomatik,Benzin,Sedan,Beyaz,1498.0,129.0,0.0,0.0,Galeriden,1589000.0
4615,Honda,Civic,1.6 i-VTEC Eco Executive,2017.0,164000.0,Otomatik,Benzin,Sedan,Beyaz,1597.0,125.0,0.0,0.0,Galeriden,1219000.0
4616,Honda,Civic,1.6 i-VTEC Dream,2007.0,160000.0,Düz,Benzin,Sedan,Şampanya,1595.0,125.0,1.0,3.0,Galeriden,698000.0
4617,Honda,Accord,2.0 Executive,2006.0,339500.0,Otomatik,Benzin,Sedan,Siyah,1998.0,155.0,0.0,0.0,Galeriden,375000.0
4618,Honda,Civic,1.6 i-VTEC Elegance,2011.0,133000.0,Düz,Benzin,Sedan,Siyah,1595.0,125.0,0.0,0.0,Galeriden,825000.0
4620,Honda,Civic,1.6 LS,1996.0,315000.0,Düz,Benzin,Hatchback/5,Gri,1590.0,113.0,0.0,0.0,Galeriden,259000.0
4621,Honda,City,1.4 Comfort,2006.0,270000.0,Düz,Benzin,Sedan,Lacivert,1339.0,83.0,2.0,8.0,Galeriden,369750.0
4622,Honda,Civic,1.5 EX,1994.0,340000.0,Düz,Benzin,Sedan,Bordo,1493.0,90.0,0.0,0.0,Galeriden,200000.0
4623,Honda,Civic,1.6 i-VTEC Eco Executive,2020.0,6001.0,Otomatik,Benzin,Sedan,Füme,1597.0,125.0,0.0,0.0,Galeriden,1799000.0
4624,Honda,Civic,1.5 EX,1994.0,310000.0,Düz,Benzin,Sedan,Füme,1493.0,90.0,0.0,0.0,Galeriden,210000.0
4625,Honda,Civic,1.5 i-VTEC Eco Elegance,2021.0,148000.0,Otomatik,Benzin,Sedan,Beyaz,1498.0,129.0,0.0,1.0,Galeriden,1409000.0
4626,Honda,Jazz,1.4 ES,2004.0,323000.0,Otomatik,Benzin,Hatchback/5,Siyah,1339.0,83.0,3.0,8.0,Galeriden,410000.0
4627,Honda,Civic,1.6 i-VTEC ECO Elegance,2021.0,49400.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,2.0,0.0,Galeriden,1385000.0
4628,Honda,Civic,1.4 i S,1997.0,349000.0,Otomatik,Benzin,Sedan,Yeşil,1396.0,90.0,0.0,0.0,Galeriden,320000.0
4629,Honda,Civic,1.6 i-VTEC Premium,2008.0,224000.0,Otomatik,Benzin,Sedan,Siyah,1595.0,125.0,0.0,7.0,Galeriden,695000.0
4630,Honda,Civic,1.6 i-VTEC ECO Elegance,2012.0,188888.0,Düz,Benzin,Sedan,Beyaz,1595.0,125.0,1.0,2.0,Galeriden,885000.0
4631,Honda,Civic,1.6 i-VTEC Eco Executive,2020.0,94000.0,Otomatik,Benzin,Sedan,Gri,1597.0,125.0,1.0,0.0,Galeriden,1385000.0
4632,Honda,Civic,1.6 i-VTEC Elegance,2007.0,300000.0,Otomatik,Benzin,Sedan,Siyah,1595.0,125.0,3.0,7.0,Galeriden,491500.0
4633,Honda,Jazz,1.4 ES Elite,2006.0,272000.0,Otomatik,Benzin,Hatchback/5,Siyah,1339.0,83.0,0.0,0.0,Galeriden,540000.0
4634,Honda,Civic,1.6 i-VTEC Eco Executive,2020.0,44700.0,Otomatik,Benzin,Sedan,Gri,1597.0,125.0,0.0,0.0,Galeriden,1545000.0
4636,Honda,Civic,1.6 LS,2004.0,280000.0,Otomatik,Benzin,Hatchback/5,Mavi,1590.0,110.0,0.0,0.0,Galeriden,365000.0
4638,Honda,Civic,1.6 i-VTEC Premium,2007.0,255000.0,Otomatik,Benzin,Sedan,Beyaz,1595.0,125.0,0.0,0.0,Galeriden,620000.0
4639,Honda,Civic,1.6 i-VTEC Eco Executive,2017.0,92000.0,Otomatik,Benzin,Sedan,Füme,1597.0,125.0,0.0,4.0,Galeriden,1255000.0
4640,Honda,Civic,1.6 i-VTEC Eco Executive,2018.0,137500.0,Otomatik,Benzin,Sedan,Füme,1597.0,125.0,0.0,0.0,Galeriden,1299500.0
4641,Honda,Civic,1.5 i-VTEC Eco Elegance,2021.0,41254.0,Otomatik,Benzin,Sedan,Gri,1498.0,129.0,0.0,2.0,Galeriden,1547750.0
4642,Honda,Civic,1.6 i-VTEC Premium,2008.0,333000.0,Düz,Benzin,Sedan,Siyah,1595.0,125.0,0.0,1.0,Galeriden,595000.0
4643,Honda,Civic,1.6 i-DTEC Elegance,2018.0,61000.0,Otomatik,Benzin,Sedan,Füme,1597.0,120.0,0.0,1.0,Galeriden,1203000.0
4644,Honda,Civic,1.6 i-VTEC Eco Premium,2014.0,340000.0,Otomatik,Benzin,Sedan,Füme,1598.0,125.0,0.0,3.0,Galeriden,679000.0
4645,Honda,Civic,1.6 i-VTEC Dream,2008.0,217000.0,Düz,Benzin,Sedan,Bej,1595.0,125.0,0.0,2.0,Galeriden,679900.0
4646,Honda,Civic,1.6 i-VTEC LS,2002.0,191000.0,Otomatik,Benzin,Sedan,Bordo,1590.0,110.0,0.0,0.0,Galeriden,519900.0
4647,Honda,Civic,1.6 i-VTEC Eco Executive,2021.0,121000.0,Otomatik,Benzin,Sedan,Mavi,1597.0,125.0,1.0,1.0,Galeriden,1410000.0
4648,Honda,Civic,1.6 i-VTEC Elegance,2010.0,230000.0,Otomatik,Benzin,Sedan,Siyah,1595.0,125.0,0.0,6.0,Galeriden,815000.0
4649,Honda,Civic,1.6 i-VTEC ECO Elegance,2012.0,190000.0,Otomatik,Benzin,Sedan,Bordo,1595.0,125.0,2.0,1.0,Galeriden,815750.0
4650,Honda,Civic,1.6 i-VTEC ECO Elegance,2021.0,110712.0,Yarı Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1597.0,125.0,2.0,8.0,Galeriden,1190000.0
4651,Volvo,S60,2.0 T,2006.0,220000.0,Otomatik,Benzin,Sedan,Lacivert,1900.0,188.0,0.0,5.0,Galeriden,609000.0
4652,Volvo,S40,1.6,2004.0,291000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1587.0,109.0,0.0,2.0,Sahibinden,395000.0
4655,Volvo,S80,2.0 D Advance,2014.0,255000.0,Otomatik,Benzin,Sedan,Siyah,1984.0,163.0,0.0,6.0,Galeriden,970000.0
4656,Volvo,V40,1.5 T3 Inscription,2018.0,91763.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,163.0,0.0,0.0,Yetkili Bayiden,1419900.0
4657,Volvo,S80,2.0 D Advance,2016.0,73000.0,Otomatik,Benzin,Sedan,Beyaz,1969.0,181.0,0.0,1.0,Galeriden,1790000.0
4658,Volvo,S60,1.6 D Premium,2012.0,233000.0,Düz,Dizel,Sedan,Beyaz,1560.0,115.0,1.0,1.0,Sahibinden,850000.0
4659,Volvo,V40,1.6 D Premium,2014.0,265000.0,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1560.0,115.0,0.0,2.0,Sahibinden,965000.0
4660,Volvo,C30,1.6 D Advance,2011.0,180000.0,Düz,Dizel,Hatchback/3,Siyah,1560.0,115.0,0.0,1.0,Sahibinden,650000.0
4662,Volvo,S60,1.5 T3 Advance,2018.0,112000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,3.0,Galeriden,1390000.0
4663,Volvo,S40,1.6 D Dynamic,2011.0,347000.0,Düz,Benzin,Sedan,Gri,1560.0,115.0,0.0,0.0,Yetkili Bayiden,475750.0
4664,Volvo,S80,1.6 D Premium,2012.0,380000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,835000.0
4666,Volvo,S40,1.6 D Dynamic,2009.0,242000.0,Düz,Benzin,Sedan,Siyah,1560.0,109.0,1.0,3.0,Galeriden,625750.0
4667,Volvo,S40,1.6 D,2006.0,220000.0,Düz,Benzin,Sedan,Gri,1560.0,109.0,4.0,6.0,Galeriden,469750.0
4668,Volvo,V40,1.8,2001.0,183788.0,Otomatik,Benzin,Station wagon,Kırmızı,1783.0,122.0,0.0,0.0,Sahibinden,495000.0
4669,Volvo,V50,1.6 D,2011.0,193000.0,Düz,Dizel,Station wagon,Beyaz,1560.0,115.0,2.0,1.0,Sahibinden,675000.0
4670,Volvo,S40,1.6 D Premium,2007.0,176000.0,Düz,Dizel,Sedan,Gri,1700.0,113.0,0.0,4.0,Sahibinden,525000.0
4671,Volvo,S40,1.6,2004.0,385000.0,Düz,Benzin,Sedan,Gri,1587.0,109.0,2.0,7.0,Galeriden,335000.0
4672,Volvo,S40,1.6,2005.0,315000.0,Düz,LPG & Benzin,Sedan,Gri,1596.0,100.0,0.0,0.0,Sahibinden,550000.0
4673,Volvo,V50,1.6 D,2006.0,192000.0,Düz,Dizel,Station wagon,Siyah,1560.0,109.0,4.0,2.0,Sahibinden,700000.0
4674,Volvo,S40,2.0,2010.0,274000.0,Otomatik,LPG & Benzin,Sedan,Gri (metalik),1999.0,145.0,0.0,7.0,Sahibinden,565000.0
4675,Volvo,V90 Cross Country,2.0 B5 Ultimate Bright,2023.0,37575.0,Otomatik,Benzin,Station wagon,Mavi,1900.0,238.0,0.0,0.0,Galeriden,3969000.0
4676,Volvo,S90,2.0 D5 Inscription,2019.0,89500.0,Otomatik,Benzin,Sedan,Gri,1900.0,238.0,0.0,0.0,Galeriden,3285000.0
4677,Volvo,S90,2.0 D5 Inscription,2020.0,127000.0,Otomatik,Benzin,Sedan,Gri,1900.0,238.0,0.0,0.0,Galeriden,2925000.0
4678,Volvo,S90,2.0 D5 Inscription,2020.0,133000.0,Otomatik,Benzin,Sedan,Gri,1900.0,238.0,0.0,0.0,Galeriden,3095000.0
4679,Volvo,S40,1.6 D,2006.0,293000.0,Düz,Benzin,Sedan,Siyah,1560.0,109.0,0.0,5.0,Galeriden,495000.0
4680,Volvo,S60,2.0 D Advance,2016.0,149000.0,Otomatik,Benzin,Sedan,Beyaz,1969.0,190.0,0.0,0.0,Galeriden,1549000.0
4681,Volvo,S60,1.5 T3 Advance,2018.0,107000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,4.0,Galeriden,1347000.0
4682,Volvo,S90,2.0 D5 Inscription,2020.0,155000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,238.0,0.0,0.0,Galeriden,2850000.0
4683,Volvo,S90,2.0 D5 Inscription,2016.0,177000.0,Otomatik,Benzin,Sedan,Siyah,1969.0,235.0,0.0,0.0,Galeriden,2525750.0
4684,Volvo,S90,2.0 D B5 Inscription,2020.0,38000.0,Otomatik,Benzin,Sedan,Bej,1900.0,238.0,0.0,0.0,Galeriden,3830000.0
4685,Volvo,S60,2.0 B5 Inscription Plus,2021.0,88000.0,Otomatik,Benzin,Sedan,Bej,1900.0,238.0,2.0,1.0,Galeriden,2170000.0
4686,Volvo,S60,1.5 T3 Advance,2018.0,205000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,3.0,Galeriden,1075000.0
4688,Volvo,S60,1.6 D Premium,2014.0,262000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,2.0,2.0,Galeriden,795000.0
4689,Volvo,S60,1.6 T4 Premium,2011.0,122000.0,Otomatik,Benzin,Sedan,Gri,1500.0,188.0,1.0,4.0,Galeriden,775000.0
4691,Volvo,S40,1.6 D Drive,2011.0,345000.0,Düz,Benzin,Sedan,Siyah,1500.0,113.0,1.0,7.0,Galeriden,550000.0
4692,Volvo,V40 Cross Country,1.6 D Premium,2015.0,166340.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,113.0,1.0,3.0,Galeriden,920000.0
4693,Volvo,V40 Cross Country,1.6 D Advance,2013.0,247000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1060000.0
4694,Volvo,S80,2.0 D Advance,2012.0,320000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,163.0,0.0,0.0,Galeriden,875000.0
4695,Volvo,S60,1.6 D Premium,2015.0,150000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,1.0,2.0,Galeriden,870000.0
4696,Volvo,V40,1.6 D R-Design,2015.0,215000.0,Otomatik,Benzin,Hatchback/5,Gri,1500.0,113.0,2.0,3.0,Galeriden,765000.0
4697,Volvo,S60,1.5 T3 Advance,2018.0,120000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,2.0,Galeriden,1360000.0
4699,Volvo,S60,1.6 T4 Premium,2011.0,139000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,188.0,0.0,1.0,Galeriden,945000.0
4700,Volvo,S60,2.0 T,2002.0,315000.0,Otomatik,Benzin,Sedan,Mavi,1900.0,188.0,1.0,6.0,Galeriden,740000.0
4701,Volvo,V40,1.5 T3 R-Design,2015.0,129000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,163.0,0.0,2.0,Galeriden,925000.0
4704,Mini,John Cooper,1.6 Works,2013.0,66000.0,Düz,Benzin,Hatchback/3,Gri,1500.0,213.0,0.0,0.0,Galeriden,1850000.0
4708,Mini,Cooper,1.5 D Pepper,2015.0,162000.0,Otomatik,Benzin,Hatchback/3,Beyaz,1496.0,116.0,1.0,3.0,Galeriden,950000.0
4709,Mini,Cooper,1.5 D Türkiye Paketi,2015.0,56086.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1496.0,116.0,0.0,0.0,Galeriden,1330000.0
4710,Mini,Cooper,1.5 Türkiye Paketi,2017.0,116000.0,Otomatik,Benzin,Hatchback/5,Gri,1499.0,136.0,0.0,0.0,Galeriden,1085000.0
4711,Mini,Cooper,1.6,2012.0,70000.0,Otomatik,Benzin,Hatchback/3,Kırmızı,1500.0,113.0,0.0,0.0,Galeriden,850000.0
4715,Mini,Cooper,1.5 Chili,2015.0,141000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,1.0,8.0,Galeriden,990000.0
4716,Mini,Cooper,1.5 D Chili,2017.0,86000.0,Otomatik,Benzin,Hatchback/3,Gri,1496.0,116.0,0.0,0.0,Galeriden,1276000.0
4717,Mini,Cooper,1.6 Cabrio,2012.0,141000.0,Otomatik,Benzin,Cabrio,Kırmızı,1500.0,113.0,0.0,0.0,Galeriden,1075000.0
4718,Mini,Cooper,1.6,2003.0,206000.0,Düz,Benzin,Hatchback/3,Siyah,1500.0,113.0,1.0,2.0,Galeriden,505000.0
4719,Mini,Cooper,1.5 Türkiye Paketi,2015.0,140000.0,Otomatik,Benzin,Hatchback/3,Sarı,1500.0,138.0,0.0,3.0,Galeriden,1045000.0
4720,Mini,Cooper,1.5 D Chili,2015.0,167000.0,Otomatik,Benzin,Hatchback/3,Beyaz,1496.0,116.0,0.0,0.0,Galeriden,1030000.0
4721,Mini,Cooper,1.5 D Chili,2015.0,102600.0,Otomatik,Benzin,Hatchback/5,Turuncu,1496.0,116.0,0.0,0.0,Galeriden,1135000.0
4722,Mini,Cooper Clubman,1.5 Pepper,2017.0,130000.0,Otomatik,Benzin,Station wagon,Kahverengi,1500.0,138.0,0.0,2.0,Galeriden,1115000.0
4723,Mini,Cooper,1.6,2011.0,202000.0,Otomatik,Benzin,Coupe,Siyah,1500.0,88.0,0.0,4.0,Galeriden,639750.0
4724,Mini,Cooper,1.5 D Chili,2017.0,266000.0,Otomatik,Benzin,Hatchback/5,Siyah,1496.0,116.0,0.0,2.0,Galeriden,885000.0
4725,Mini,Cooper,1.5 D Chili,2015.0,125000.0,Otomatik,Benzin,Hatchback/5,Mavi,1496.0,116.0,0.0,0.0,Galeriden,1035000.0
4726,Mini,Cooper,1.5 Salt,2018.0,72755.0,Otomatik,Benzin,Hatchback/3,Turuncu,1500.0,138.0,0.0,0.0,Galeriden,1295000.0
4727,Mini,Cooper,1.5 D Chili,2016.0,115000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1496.0,116.0,0.0,0.0,Galeriden,1210000.0
4728,Mini,Cooper,1.5 D Chili,2015.0,179000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1496.0,116.0,0.0,0.0,Galeriden,949000.0
4729,Mini,Cooper,1.5 D Chili,2015.0,109000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1496.0,116.0,0.0,0.0,Galeriden,1140000.0
4730,Mini,Cooper,1.6,2004.0,267000.0,Otomatik,Benzin,Hatchback/3,Siyah,1598.0,115.0,1.0,2.0,Galeriden,439000.0
4731,Mini,Cooper,1.5 Iconic,2022.0,38000.0,Otomatik,Benzin,Cabrio,Sarı,1500.0,138.0,0.0,0.0,Galeriden,1900000.0
4732,Mini,Cooper,1.5 D Chili,2015.0,199000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1496.0,116.0,0.0,0.0,Galeriden,985000.0
4733,Mini,Cooper S,1.6,2011.0,132000.0,Otomatik,Benzin,Hatchback/3,Mavi,1598.0,184.0,0.0,0.0,Galeriden,935000.0
4734,Mini,Cooper S,1.6,2007.0,190000.0,Otomatik,Benzin,Hatchback/3,Gri,1500.0,163.0,0.0,0.0,Galeriden,645000.0
4737,Mini,Cooper,1.5 D Chili,2014.0,199000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1496.0,116.0,0.0,1.0,Galeriden,969000.0
4738,Mini,One,1.4,2009.0,235000.0,Düz,Benzin,Hatchback/3,Kırmızı,1397.0,95.0,1.0,1.0,Sahibinden,560000.0
4739,Mini,Cooper S,1.6,2008.0,248100.0,Otomatik,Benzin,Hatchback/3,Mavi,1598.0,175.0,3.0,0.0,Sahibinden,682000.0
4740,Mini,Cooper,1.6,2008.0,175000.0,Otomatik,Benzin,Hatchback/3,Bej,1598.0,120.0,1.0,2.0,Sahibinden,590000.0
4742,Mini,Cooper,1.5 Classic,2021.0,39500.0,Otomatik,Benzin,Hatchback/5,Lacivert,1499.0,136.0,0.0,0.0,Sahibinden,1490000.0
4743,Mini,Cooper,1.5 Iconic,2023.0,13206.0,Otomatik,Benzin,Hatchback/3,Mavi,1499.0,136.0,0.0,0.0,Sahibinden,2300000.0
4745,Mini,Cooper,1.6,2008.0,172000.0,Otomatik,Benzin,Hatchback/3,Kırmızı,1500.0,113.0,0.0,0.0,Galeriden,620000.0
4747,Mini,Cooper,1.6,2006.0,186000.0,Otomatik,Benzin,Hatchback/3,Lacivert,1598.0,120.0,0.0,1.0,Sahibinden,440000.0
4748,Mini,Cooper,1.5 D Türkiye Paketi,2018.0,89400.0,Otomatik,Dizel,Hatchback/5,Gri,1496.0,116.0,0.0,0.0,Galeriden,1329040.0
4749,Mini,Cooper,1.6 Türkiye Paketi,2006.0,194000.0,Otomatik,Benzin,Hatchback/3,Mavi (metalik),1598.0,115.0,0.0,2.0,Sahibinden,620000.0
4750,Mini,Cooper S,1.6 Cabrio,2012.0,140000.0,Otomatik,Benzin,Cabrio,Bej,1500.0,163.0,0.0,0.0,Galeriden,1089000.0
4751,Mini,Cooper,1.5 Signature,2020.0,150000.0,Otomatik,Benzin,Hatchback/5,Mavi (metalik),1499.0,136.0,0.0,0.0,Galeriden,1400000.0
4752,Mini,Cooper,1.6,2007.0,140000.0,Otomatik,Benzin,Hatchback/3,Siyah,1500.0,113.0,2.0,5.0,Galeriden,613000.0
4753,Mini,One,1.6,2013.0,185000.0,Otomatik,Benzin,Hatchback/3,Bej,1598.0,98.0,1.0,3.0,Sahibinden,720000.0
4754,Mini,Cooper S,1.6,2011.0,178000.0,Otomatik,Benzin,Hatchback/3,Gri,1598.0,184.0,0.0,2.0,Galeriden,828000.0
4755,Mini,Cooper,1.6 Türkiye Paketi,2006.0,187000.0,Otomatik,Benzin,Hatchback/3,Mavi,1598.0,115.0,1.0,5.0,Sahibinden,560000.0
4756,Mini,Cooper S,1.6,2004.0,184500.0,Düz,Benzin,Hatchback/3,Siyah,1598.0,170.0,1.0,3.0,Sahibinden,560000.0
4761,Hyundai,Accent,1.5 CRDi Admire,2004.0,260000.0,Düz,Dizel,Sedan,Gri (Gümüş),1493.0,82.0,4.0,3.0,Sahibinden,250000.0
4764,Hyundai,i20,1.4 MPI Style,2018.0,60000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1368.0,100.0,0.0,0.0,Sahibinden,995000.0
4766,Hyundai,Accent Blue,1.6 CRDI Prime,2011.0,161000.0,Düz,Dizel,Sedan,Gri,1582.0,128.0,1.0,5.0,Sahibinden,645000.0
4768,Hyundai,i20,1.2 D-CVVT Jump,2013.0,154000.0,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1248.0,85.0,0.0,0.0,Sahibinden,570000.0
4769,Hyundai,Elantra,1.6 D-CVVT Mode,2012.0,325000.0,Düz,Benzin,Sedan,Siyah,1591.0,132.0,2.0,0.0,Sahibinden,538000.0
4770,Hyundai,Elantra,1.6 D-CVVT Style,2014.0,87000.0,Düz,LPG & Benzin,Sedan,Siyah,1591.0,127.0,0.0,1.0,Sahibinden,845000.0
4773,Hyundai,i20,1.4 MPI Jump,2017.0,98700.0,Otomatik,Benzin,Hatchback/5,Beyaz,1368.0,100.0,2.0,1.0,Sahibinden,840000.0
4774,Hyundai,i20,1.4 CRDi Style,2014.0,178000.0,Düz,Dizel,Hatchback/5,Siyah,1396.0,90.0,1.0,0.0,Sahibinden,765000.0
4777,Hyundai,Accent Era,1.5 CRDi Prime,2011.0,259000.0,Düz,Dizel,Sedan,Gri,1493.0,110.0,2.0,2.0,Sahibinden,430000.0
4781,Hyundai,i20,1.4 CRDi Jump,2012.0,175000.0,Düz,Dizel,Hatchback/5,Beyaz,1396.0,90.0,0.0,2.0,Sahibinden,540000.0
4784,Hyundai,i30,1.6 GDi Elite,2013.0,235000.0,Otomatik,Benzin,Hatchback/5,Siyah,1591.0,135.0,3.0,3.0,Sahibinden,610000.0
4785,Hyundai,Accent Blue,1.6 CRDI Mode,2011.0,312125.0,Düz,Dizel,Sedan,Gri (Gümüş),1582.0,128.0,2.0,7.0,Sahibinden,340000.0
4787,Hyundai,Getz,1.5 VGT Start,2011.0,256000.0,Düz,Dizel,Hatchback/5,Gri,1493.0,88.0,1.0,3.0,Sahibinden,420000.0
4789,Hyundai,Getz,1.5 CRDi GL Cool,2005.0,290000.0,Düz,Dizel,Hatchback/3,Gri (Gümüş),1493.0,82.0,0.0,0.0,Sahibinden,350000.0
4790,Hyundai,Getz,1.4 DOHC Start,2010.0,132000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1399.0,97.0,2.0,7.0,Sahibinden,540000.0
4793,Hyundai,Accent,1.6 Admire,2005.0,255000.0,Otomatik,LPG & Benzin,Sedan,Füme,1599.0,112.0,0.0,5.0,Sahibinden,350000.0
4794,Hyundai,Accent,1.3 Admire,2006.0,161000.0,Düz,LPG & Benzin,Sedan,Beyaz,1341.0,86.0,0.0,0.0,Sahibinden,440000.0
4795,Hyundai,i20,1.4 CVVT Sense,2012.0,172000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri (metalik),1396.0,100.0,0.0,0.0,Sahibinden,710000.0
4797,Hyundai,i20 Troy,1.4 CVVT Team,2012.0,133000.0,Otomatik,Benzin,Hatchback/5,Gri,1396.0,100.0,0.0,2.0,Sahibinden,649999.0
4798,Hyundai,i20,1.4 CVVT Jump,2013.0,98000.0,Otomatik,LPG & Benzin,Hatchback/5,Gri,1396.0,100.0,0.0,3.0,Sahibinden,740000.0
4801,Hyundai,Accent,1.3 Admire,2004.0,128000.0,Düz,Benzin,Sedan,Beyaz,1341.0,86.0,1.0,2.0,Sahibinden,378000.0
4803,Hyundai,Accent,1.3 LX,2000.0,223000.0,Düz,LPG & Benzin,Sedan,Gri,1341.0,86.0,0.0,3.0,Sahibinden,315000.0
4804,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2013.0,148000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1396.0,108.0,0.0,4.0,Sahibinden,735000.0
4806,Hyundai,Accent Era,1.4 Team,2007.0,119000.0,Düz,LPG & Benzin,Sedan,Siyah,1399.0,97.0,0.0,0.0,Sahibinden,538000.0
4807,Hyundai,Accent,1.5 1.5i GLS,2001.0,242000.0,Düz,LPG & Benzin,Sedan,Gri,1495.0,102.0,2.0,0.0,Sahibinden,310000.0
4808,Ford,C-Max,1.6 TDCi Titanium,2013.0,125000.0,Düz,Dizel,MPV,Beyaz,1560.0,115.0,0.0,0.0,Sahibinden,895000.0
4810,Ford,Focus,1.6 Ti-VCT Titanium,2011.0,255000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1596.0,125.0,1.0,6.0,Sahibinden,675000.0
4813,Ford,Focus,1.6 Titanium,2008.0,350000.0,Otomatik,Benzin,Sedan,Gri (titanyum),1596.0,100.0,1.0,3.0,Sahibinden,627500.0
4815,Ford,Fiesta,1.4 TDCi Comfort,2006.0,237000.0,Düz,Dizel,Hatchback/5,Gri,1399.0,68.0,1.0,0.0,Sahibinden,350000.0
4816,Ford,Focus,1.6 Ti-VCT Trend X,2015.0,147000.0,Düz,LPG & Benzin,Sedan,Beyaz,1596.0,125.0,2.0,0.0,Sahibinden,725000.0
4819,Ford,B-Max,1.4 Titanium,2013.0,191000.0,Düz,LPG & Benzin,MPV,Beyaz,1388.0,90.0,2.0,3.0,Sahibinden,510000.0
4822,Ford,Focus,1.6 TDCi Ghia,2006.0,405000.0,Otomatik,Dizel,Sedan,Füme,1560.0,110.0,0.0,2.0,Sahibinden,399000.0
4825,Ford,Focus,1.6 TDCi Trend,2007.0,181000.0,Düz,Dizel,Sedan,Beyaz,1560.0,110.0,3.0,2.0,Sahibinden,550000.0
4826,Ford,Focus,1.6 Collection,2005.0,225000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1596.0,100.0,2.0,2.0,Sahibinden,350000.0
